,word,rank,layer
4,для того чтобы,5,10
4,для того чтобы,5,10
4,для того чтобы,5,10
4,для того чтобы,5,10
4,для того чтобы,5,11
4,для того чтобы,5,11
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,0
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,1
9,по крайней мере,10,4
9,по крайней мере,10,4
9,по крайней мере,10,4
9,по крайней мере,10,4
9,по крайней мере,10,4
9,по крайней мере,10,4
9,по крайней мере,10,4
9,по крайней мере,10,4
9,по крайней мере,10,4
9,по крайней мере,10,4
9,по крайней мере,10,4
9,по крайней мере,10,4
9,по крайней мере,10,4
9,по крайней мере,10,4
9,по крайней мере,10,4
9,по крайней мере,10,4
9,по крайней мере,10,4
9,по крайней мере,10,4
9,по крайней мере,10,4
9,по крайней мере,10,4
9,по крайней мере,10,4
9,по крайней мере,10,4
9,по крайней мере,10,5
9,по крайней мере,10,5
9,по крайней мере,10,5
9,по крайней мере,10,5
9,по крайней мере,10,5
9,по крайней мере,10,5
9,по крайней мере,10,5
9,по крайней мере,10,5
9,по крайней мере,10,5
9,по крайней мере,10,5
9,по крайней мере,10,5
9,по крайней мере,10,5
9,по крайней мере,10,5
9,по крайней мере,10,5
9,по крайней мере,10,5
9,по крайней мере,10,5
9,по крайней мере,10,5
9,по крайней мере,10,5
9,по крайней мере,10,5
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,6
9,по крайней мере,10,7
9,по крайней мере,10,7
9,по крайней мере,10,7
9,по крайней мере,10,7
9,по крайней мере,10,7
9,по крайней мере,10,7
9,по крайней мере,10,7
9,по крайней мере,10,7
9,по крайней мере,10,7
9,по крайней мере,10,7
9,по крайней мере,10,7
9,по крайней мере,10,7
9,по крайней мере,10,7
9,по крайней мере,10,7
9,по крайней мере,10,7
9,по крайней мере,10,8
9,по крайней мере,10,8
9,по крайней мере,10,8
9,по крайней мере,10,8
9,по крайней мере,10,9
9,по крайней мере,10,9
9,по крайней мере,10,9
9,по крайней мере,10,9
9,по крайней мере,10,9
9,по крайней мере,10,9
9,по крайней мере,10,10
9,по крайней мере,10,10
9,по крайней мере,10,10
9,по крайней мере,10,11
9,по крайней мере,10,11
9,по крайней мере,10,11
9,по крайней мере,10,11
9,по крайней мере,10,11
13,к тому же,14,0
13,к тому же,14,0
13,к тому же,14,0
13,к тому же,14,0
13,к тому же,14,0
13,к тому же,14,0
13,к тому же,14,0
13,к тому же,14,0
13,к тому же,14,0
13,к тому же,14,0
13,к тому же,14,0
13,к тому же,14,0
13,к тому же,14,0
13,к тому же,14,0
13,к тому же,14,0
13,к тому же,14,0
13,к тому же,14,0
13,к тому же,14,0
13,к тому же,14,0
13,к тому же,14,0
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,1
13,к тому же,14,2
13,к тому же,14,3
13,к тому же,14,3
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,4
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,5
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,6
13,к тому же,14,7
13,к тому же,14,7
13,к тому же,14,7
13,к тому же,14,7
13,к тому же,14,7
13,к тому же,14,7
13,к тому же,14,7
13,к тому же,14,7
13,к тому же,14,7
13,к тому же,14,7
13,к тому же,14,7
13,к тому же,14,7
13,к тому же,14,7
13,к тому же,14,7
13,к тому же,14,7
13,к тому же,14,7
13,к тому же,14,8
13,к тому же,14,8
13,к тому же,14,8
13,к тому же,14,8
13,к тому же,14,9
13,к тому же,14,9
13,к тому же,14,9
13,к тому же,14,9
13,к тому же,14,9
13,к тому же,14,9
13,к тому же,14,9
13,к тому же,14,10
13,к тому же,14,10
13,к тому же,14,10
13,к тому же,14,11
22,так и не,23,0
22,так и не,23,0
22,так и не,23,0
22,так и не,23,0
22,так и не,23,0
22,так и не,23,0
22,так и не,23,0
22,так и не,23,0
22,так и не,23,0
22,так и не,23,0
22,так и не,23,0
22,так и не,23,0
22,так и не,23,0
22,так и не,23,0
22,так и не,23,0
22,так и не,23,0
22,так и не,23,0
22,так и не,23,0
22,так и не,23,0
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,1
22,так и не,23,2
22,так и не,23,2
22,так и не,23,2
22,так и не,23,2
22,так и не,23,2
22,так и не,23,2
22,так и не,23,2
22,так и не,23,2
22,так и не,23,2
22,так и не,23,3
22,так и не,23,3
22,так и не,23,3
22,так и не,23,3
22,так и не,23,3
22,так и не,23,3
22,так и не,23,3
22,так и не,23,3
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,4
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
22,так и не,23,5
